id,setting_1,setting_2,Title,sent_1,sent_2,sent_3,sent_4,sent_5
07a3c008-7b73-4d7f-9a8b-7106d21aa9bc,Kevin is an office worker.,Dorothy is Kevin's rival.,A Problem at the Office,Kevin and Dorothy worked in the same office.,"Kevin was very good at his job, but he knew that his job was threatened by the possibility that Dorothy could do it better than he could.",One day Kevin met Dorothy in the elevator.,Dorothy said hello.,"Kevin didn't answer because he was scared that whatever he said, Dorothy would somehow twist it into something that would make him look bad in the eyes of his office mates, so he got off the elevator and walked into his office without saying a word."
112c30fc-d31c-47be-822e-29a03c7756bb,Kevin is an office worker.,Dorothy is Kevin's rival.,Healthy competition,Kevin worked in a office.,Dorothy was Kevin's rival.,They were both send to offshore location to work together.,They worked hard and made the project successful.,They were both made leads after that project.
b2c7cd13-1386-4669-84a7-c956c86ac4f8,Kevin is an office worker.,Dorothy is Kevin's rival.,Not a nice person,It is well known Dorothy is Kevin's sworn enemy.,He feels she stole a promotion and pay raise from him.,He is always spreading rumors around the office about her imcompatancy.,One day Dorothy caught him in the act and told him if he did it again he would be fired.,Kevin was so embarrassed he quite the next day.
bcb176d5-d29b-4673-bf21-9bf14ffc0e42,Kevin is an office worker.,Linda is a close friend of Kevin.,Fish Versus Vegetables,Kevin works in the office of a fish cannery.,"Linda, a close friend of his works in a nearby vegetable cannery.","Kevin makes more than Linda, and she is secretly upset about this.",She thinks it is because he is a man.,In reality it is because Kevin's job is more difficult thereby pays more.
79794dc7-06e8-4674-b717-a1ac8a4818a7,Kevin is an office worker.,Linda is a close friend of Kevin.,Friends to count on,Kevin worked in a big law firm.,Linda was a close friend with Kevin.,Linda was facing a lawsuit where she needed help.,Kevin came forward to help her on her case.,Kevin represented Linda on her case and won the case.
188f8784-7c52-4f39-9c05-248f8e86a435,Kevin is an office worker.,Linda is a close friend of Kevin.,Friends should help friends.,Linda and Kevin have been close friends for a long time.,Kevin works in a local office for a prestigious Auditing firm.,Linda is currently unemployed.,She asked Kevin to help her get a job at his firm.,Kevin agreed and got Linda an interview with the head of HR.
64ebde74-877f-43f1-8085-8f3ba8342956,Kevin is an office worker.,Linda is a close friend of Kevin.,Everyone's a Comedian,Kevin and Linda were both in the office that day.,Kevin was making faces at Linda.,Linda laughed and made faces back.,"Suddenly, their boss walked up with a solemn glare.",He looked at both of them and also made a silly face.
2b2a7ad7-cced-4592-923e-8970c80d256b,Kevin is an office worker.,Linda is Kevin's boss.,Surprise Award,Kevin dreaded work because his boss Linda was such a tyrant.,"When he entered his cubicle, Kevin was aghast to see Linda waiting for him.",He sat down and waited for the tongue-lashing that was sure to come.,"Just then, the director of the program appeared with a plaque in hand.",Linda's face sagged as the director extended the plaque for worker of the year to Kevin.
135f8376-31be-4d85-91aa-2e10beeecf52,Kevin is an office worker.,Linda is Kevin's boss.,Hard work pays off,Kevin was a corporate employee.,Linda was his boss who he reported to.,Kevin was assigned a project after linda's recommendation.,Kevin work hard and completed his project on time.,Kevin got promoted for his good work.
0fd54d00-f33b-4c8e-913c-0a14218b44b8,Kevin is an office worker.,Linda is Kevin's boss.,Never Get Drunk at an Office Party,Linda had been Kevin's boss at a fast food restaurant for four years; they had a professional relationship that never went any further.,They knew they would never be friends; much less lovers.,One day at an office party Kevin was very drunk and made a pass at Linda.,Linda confronted Kevin the next day and Kevin was honest when he said he didn't remember making the pass.,"Although Linda remained Kevin's boss, things were not the same and eventually Kevin was transferred to another location."
34ea474e-e895-4984-ac13-078e66b85cba,Kevin is an office worker.,Linda is Kevin's boss.,The Boss' Rival,Linda is Kevin's boss at a medical office in New Hampshire.,Kevin feels that Linda is too hard on him.,She often gives him extra work and makes him work longer hours than the other employees.,Kevin finds out that Linda is his sister's rival and likes to take her anger out on him.,"Kevin complains to Linda's supervisor, and she is fired the next day."
a6e35c77-a8df-4521-aa16-49055ad07a76,Kevin is an office worker.,Linda is a person who Kevin does not like.,Broken Pranks,"Kevin wanted to prank Linda at the office, and pretend to like her.","As he flirted, she thought he was serious & she went full throttle.",She aggressively kissed him & grabbed his tush.,She also blew up his phone & stalked her.,"He broke and told her it was all a prank, breaking her heart."
141b6a5b-c247-4a09-b0bb-1ef81d18ec1a,Kevin is an office worker.,Linda is a person who Kevin does not like.,A home run fixes everything.,Kevin is on his office's softball team.,The rival team has a pitcher by the name of Linda.,She always strikes Kevin out and taunts him.,Kevin is tired of his failures and spends hours in the batting cage.,"The next time he faces Linda, he hits a home run and stares her down as he rounds the bases."
35aba524-d6d9-4895-9e74-568569711bed,Kevin is an office worker.,Linda is a person who Kevin does not like.,Kevin and Linda,Kevin had been an employee at Granite Mill Industries for two years.,He worked very hard at his job and finished all his projects on time.,"One day there was a staff meeting at Granite Mill and Linda, another employee at Granite Mill, was among the employees who attended.",Kevin knew Linda from another job and disliked her.,"He didn't know that she was now working at Granite Mill, so when he saw her in the meeting room, he quietly left and went back to his office."
4498651d-bb69-4a10-9195-59e38062cacc,Kevin is an office worker.,Linda is a person who Kevin does not like.,Preconceived notions,Kevin and Linda worked at the same office.,Kevin greatly disliked Linda.,"When both of them were assigned a project together, Kevin was furious.",He had no other option but to concede.,"Upon working together, he realised he had been extremely judgemental about her."
18afe540-fb9f-4e97-8ded-ee53ca42f199,Kevin is an office worker.,Max is Kevin's dog.,Max Rescues Small Boy,Kevin works in the office of XYZ pet food company.,"His dog, Max, accompanies him to work every day because Kevin is a war vet and needs Max's help.",One day as they were walking to work Max ran over to a young boy who was crying because he had missed his school bus.,Max licked the child's face making him laugh.,"As the child laughed Kevin got his mom's number, called her and she came for the boy."
56975a86-8843-4df9-9137-e76f60574649,Kevin is an office worker.,Max is Kevin's dog.,Friends with dog,Kevin works in a office of a big corporate house.,Max is Kevin's dog whom he adopted from a shelter.,Once a thieve tried to rob Kevin's house.,Max started barking and made thief run away.,Kevin is very proud of his dogs bravery.
385b53e8-d9d6-44c2-9582-03fdc3fb0e91,Kevin is an office worker.,Max is Kevin's dog.,The Park.,Kevin is an office worker who loves his dog Max.,Its Sunday morning and Max and Kevin are going to the park.,They wake up early and get there before daylight and before anyone else is there.,Kevin lets Max off his lease and he starts throwing a frisbee to Max to chase.,At the end of the morning they get back in their car and realize they have started a Sunday tradition.
e4537383-28ca-4220-b277-c31f8c7f92b4,Kevin is an office worker.,Max is Kevin's dog.,It is a dog's world,Kevin leaves his dog home alone everyday when he goes to work.,Kevin works in an office and can't take his pet with him.,It was a nice spring day and Max was sad he was going to spend it inside.,Kevin decided to call off work to enjoy the day.,Max and Kevin spent the day at the dog park.
8cd9827c-eee0-462d-ad1b-7c2f62c3ae64,Kevin is an office worker.,Max is a dog owned by a friend of Kevin.,Kevin's Strategy For Stress Relief,Kevin left his office Friday and he decided to visit his friend.,Kevin has known his friend for a long time.,"Recently, Kevin's fiend adopted a dog.",The dog's name was Max and he was a friendly dog.,Kevin often plays catch with Max as a way to relax  and forget his troubles at the office.
e046f6eb-ac93-40b5-b368-283d024e5fe5,Kevin is an office worker.,Max is a dog owned by a friend of Kevin.,Man's Worst Friend,Kevin immediately regretted his agreement to pet sit Max.,"As Mark handed him the leash just outside of the office, Max pulled and began to run, yanking Kevin to the ground.",The puddle that he landed in was a couple inches deep and completely soaked Kevin's new suit.,"Climbing to his feet, still firmly gripping the leash, Kevin began to briskly walk toward his apartment for a change of clothes.",Max apologetically followed.
8216e6dc-ab3e-4e61-88ea-bd843352dcad,Kevin is an office worker.,Max is a dog owned by a friend of Kevin.,Dog- a true friend,Kevin is a officer at a multinational company.,Alex was a friend of Kevin who had dog named Max.,Alex and Kevin were in park when they were chased by bullies.,Max started barking on them and made them run away.,Max saved Kevin and Alex.
